D2C1EDFC-9084-3FF2-B737-565E67FA59C9
1) 79419598D0733AA9BC988F218BB762, 50p, 30j (13-11-6), 19s (65-46)
7) 57056B7D1B1B3FEFBCADAB1A8FA721, 37p, 27j (10-7-10), 3s (60-57)
8) F11307C1914C326DBEBE9F86F8D198, 35p, 20j (11-2-7), 8s (42-34)
9) 8940290EBC3A3FBDBDE304DA6E8F44, 35p, 25j (10-5-10), -1s (50-51)
10) EECC97A401DB35BCA8F5590D2487B7, 35p, 29j (10-5-14), -2s (55-57)
11) 66A1E1C9A3E73704B6B60E4DEF8785, 34p, 23j (10-4-9), -2s (41-43)
12) AC36EF11DEEE33DB866B49EA463083, 34p, 22j (9-7-6), 11s (44-33)
13) 252449C8ED433EFDBF74C7A0A2F8D7, 34p, 26j (9-7-10), 4s (50-46)
14) F609CE3F63423C13BC087B7E3FCE00, 34p, 29j (9-7-13), -4s (64-68)
15) 9787B16C984038298967EFAF5523CC, 33p, 28j (10-3-15), -11s (61-72)
16) F37BC18A3F333F909600E746C15C5E, 32p, 23j (8-8-7), 2s (63-61)
17) 9D80D528E652340A9EC9D8DDB52EB4, 31p, 21j (9-4-8), 5s (53-48)
18) 7FFEC72124FA34798B0E2111A35BD8, 30p, 18j (9-3-6), 11s (41-30)
19) 3EC89CBDBBAB3D9889657D5AD3307F, 29p, 23j (9-2-12), -2s (42-44)
20) 7A83E1FEFCDB380FAF4BFDE3969320, 29p, 21j (9-2-10), -9s (41-50)
21) 936C416FFD1D341C8E51FB4244338F, 28p, 25j (9-1-15), -19s (36-55)
22) FD60B67FC65238C08D3AAF1D736AD6, 27p, 29j (7-6-16), -24s (61-85)
23) CA35724DD31A334FABA8554C30D381, 26p, 19j (7-5-7), 3s (42-39)
24) C6EB4A0F29C43354AED78AF84E255A, 24p, 22j (6-6-10), -12s (40-52)
25) AF321A06FB183AC389555FE5349D5E, 23p, 16j (6-5-5), 4s (45-41)
26) 296B0B5AFFAC3DFEBA3C610F297E5C, 23p, 21j (6-5-10), -14s (29-43)
27) 67D0D25C22443742908FF31D570A36, 21p, 17j (5-6-6), -4s (36-40)
28) 39D0BA2557D63C098CA025F51F9984, 17p, 14j (5-2-7), -3s (27-30)
29) C11554A2FF7D35C3A900B58393B2C0, 16p, 17j (4-4-9), -12s (27-39)

B4FE646D-C7FB-3AFF-B0CA-4B7396D5546A
1) C161DB9D8B23305D95D0D214D7C8EE, 73p, 39j (22-7-10), 17s (86-69)
2) 1DF34648BDBC35898E98A0536570B8, 66p, 42j (18-12-12), 1s (81-80)
3) 121804EF48C33B179F5274CCDC922B, 60p, 41j (17-9-15), 0s (78-78)
4) 4948256E0CB33BB6A7297708D35D2A, 58p, 33j (18-4-11), 20s (75-55)
5) C7523461B6123FEABFD01CE3FAAA0A, 56p, 37j (17-5-15), 3s (73-70)
6) 7F414B0D996C3C2C94FA37016CDB20, 50p, 35j (16-2-17), -5s (66-71)
7) D69E98E8ECFB3361A2A10394955CFA, 48p, 39j (14-6-19), -9s (77-86)
8) C1B2C35EFD813E90AFA0BB6A54616F, 48p, 37j (13-9-15), -1s (67-68)
9) AC304B6E723238C48EBE7C40661669, 48p, 42j (12-12-18), -13s (66-79)
10) E5371BC0DFA330DFBE3B814356DF92, 47p, 41j (14-5-22), -13s (75-88)
11) 0070B712027B37C7BA6579DB7223E7, 47p, 35j (13-8-14), -3s (72-75)
12) 0B4F4EFB8F8E33DEA30F29C9CF7AB6, 45p, 29j (12-9-8), 11s (67-56)
13) C84C46DF130437AFA84F7EEC826B34, 43p, 22j (14-1-7), 21s (56-35)
14) EA6894AAFDFB39F89A5ECFDB7145BE, 43p, 37j (12-7-18), -7s (75-82)
15) 69164E088F1531A298E0A915886539, 37p, 36j (9-10-17), -22s (67-89)
16) C48035241A7530A98FEB0BEF8D4F03, 34p, 27j (10-4-13), 0s (54-54)

9688A02B-076A-3B36-BCBC-743E821A2858
1) C7404634937E3BE284DEE6016847BF, 79p, 40j (24-7-9), 29s (99-70)
2) 57CFF6A7F720346AB58BF6718DF91F, 67p, 36j (20-7-9), 19s (74-55)
3) 8D95236F7FCE33AFA557E454756541, 64p, 28j (21-1-6), 42s (74-32)
4) 37413626891A326E9688EE658639F1, 64p, 33j (19-7-7), 20s (65-45)
5) 1BA5CA66A9CA34F1A7A5E5B693F36E, 61p, 36j (19-4-13), 15s (84-69)
6) 22C2D1BF80E83852A43DC66D7AE8DE, 61p, 50j (18-7-25), -21s (89-110)
7) 549489FD674F373793954D98EFD1FE, 56p, 38j (15-11-12), 6s (78-72)
8) D2323EA2CE42303384B5047E64C7C2, 55p, 36j (17-4-15), -4s (67-71)
9) BF213D16DDAF30ABB440236AED29DB, 54p, 35j (16-6-13), 10s (82-72)
10) CB699ED190393E9D92E9FA5311B567, 54p, 35j (16-6-13), 5s (73-68)
11) 049C6B4BFD6A35FCBCCAC4C67DB663, 52p, 34j (16-4-14), 1s (76-75)
12) 0C73ECAAC80E31EB919A838D9CE12E, 52p, 33j (15-7-11), 6s (71-65)
13) 1C700F5338173568A7345ADD877C74, 52p, 39j (15-7-17), -4s (75-79)
14) A6957C01AAF9323CB3C28728BBA0AF, 51p, 31j (15-6-10), 13s (58-45)
15) 75846E792AF5335F8D5434DDE9DA59, 51p, 34j (15-6-13), 8s (72-64)
16) 8A8B1DD20C8C329FB5F37986AC4775, 50p, 37j (13-11-13), -3s (56-59)
17) E14ED3FE1DC23AE79E10C9956FDB5B, 48p, 35j (14-6-15), 2s (62-60)
18) 981B6DDE197A33A8B4D38CA252ECB6, 45p, 31j (13-6-12), 6s (75-69)
19) 74F83852E8AF3B04ADC0AEF0B7ABE5, 44p, 33j (14-2-17), -9s (53-62)
20) 7D3C5059062E320AA7CE4F809C5100, 44p, 30j (13-5-12), 7s (61-54)
21) 07125DDE8BA33BA8B11F435718F7C4, 44p, 37j (12-8-17), -9s (58-67)
22) 2201E5DB6B2F3A3BBF94C8F52ACC6F, 43p, 34j (12-7-15), 2s (57-55)
23) E6583078F6AA3F17851146808EACBE, 42p, 39j (12-6-21), -21s (65-86)
24) D6D99BB38FBE31089570189AFAE38A, 41p, 32j (12-5-15), -5s (60-65)
25) D28694400AD2394EBDEA70B718B230, 41p, 35j (11-8-16), -11s (54-65)
26) B8D39F7D9A5A328B9326A79A298654, 40p, 34j (12-4-18), -7s (70-77)
27) 7CDBC06820883C279763DF32158B1D, 39p, 37j (12-3-22), -16s (65-81)
28) ED44DC6BDD7632C8A3E2D9A2811047, 39p, 38j (11-6-21), -29s (54-83)
29) 38B4E86A1D173D169859207DE5262A, 34p, 33j (9-7-17), -25s (44-69)
30) E94DEDFB2AB432A38AAD1B1EF12CC9, 21p, 29j (5-6-18), -27s (53-80)

B14D5F9B-0E24-35AC-8474-2B2B0EE8436C
1) 323C593CBD99346EB8932FF69CE20F, 68p, 38j (20-8-10), 20s (85-65)
2) A2011DE694773B5DA2893D0A0D09C7, 65p, 39j (20-5-14), 6s (81-75)
3) B9093AF97D2F38AE872F556D8C076C, 56p, 36j (17-5-14), 5s (74-69)
4) 975139BD118A3EF1B52FFF4B81AB13, 54p, 35j (16-6-13), 5s (67-62)
5) 34A230B853203F7EA8771C08FE7319, 53p, 33j (16-5-12), 3s (74-71)
6) 207936C3186A3A07A1C730378926B8, 49p, 32j (14-7-11), 11s (64-53)
7) 302B09DC5AC73E8A8D115039B131B4, 48p, 35j (14-6-15), 10s (70-60)
8) FDA4ED2E99D737BE8CCF8F682DA6CE, 48p, 31j (14-6-11), 9s (69-60)
9) 02E5DDBD2DEB300287F7855E53375F, 48p, 33j (13-9-11), 13s (73-60)
10) 461163F91A8A3B1ABAD5389DAD33C2, 46p, 34j (14-4-16), -1s (73-74)
11) 676B4A14E99D32BBA1456FE42287C9, 44p, 26j (13-5-8), 10s (60-50)
12) 3C77B8C1BC643109850544FE57EC16, 44p, 28j (12-8-8), 16s (68-52)
13) DE06414A1ACA32CAA628908AB6F4E4, 43p, 33j (12-7-14), -1s (66-67)
14) 4BA1831AE73F3615A3353AB6D720AD, 43p, 37j (10-13-14), -10s (58-68)
15) EB26226E240F3A21BD7751E68B8F18, 42p, 32j (11-9-12), -1s (65-66)
16) BDEF647A90333973BCD3F86E1DBFD3, 42p, 35j (11-9-15), -6s (74-80)
17) 568989B680953FCDABAE5CE29B55B0, 41p, 24j (12-5-7), 9s (55-46)
18) 775433A80AE03CC0A13D31D5A50A55, 40p, 29j (12-4-13), 3s (55-52)
19) ABF8A6DBF7B33518A6552D998960A5, 40p, 35j (12-4-19), -20s (53-73)
20) 4C11688CCF02344D93A1224F7336DD, 39p, 29j (12-3-14), -15s (45-60)
21) 5F085EF3DB5C37DE93B3923BFFAC01, 38p, 30j (11-5-14), 5s (57-52)
22) B9F87FDB8CE732A4BB07B88E449332, 38p, 32j (11-5-16), -12s (53-65)
23) A7DDA51A4FEE3854AC0EAB9BB2587C, 37p, 31j (11-4-16), -23s (54-77)
24) DFFD83540035335EAFA669C589D9B6, 37p, 27j (10-7-10), -6s (47-53)
25) AD94127316AF36419F488EE672A19C, 36p, 29j (10-6-13), -10s (42-52)
26) 259E114599F93FB680C0B25D32F6C0, 35p, 26j (10-5-11), -12s (39-51)
27) AF05DFBAD0103998AC212CC11C8DC8, 33p, 25j (9-6-10), 3s (39-36)
28) 671D08FA21CB3AE993A3EBADDF0D51, 31p, 24j (9-4-11), 3s (45-42)
29) 5A485AC532B73BF49EC7630E30745C, 25p, 22j (7-4-11), -14s (30-44)

DDAEFB9A-7220-3625-A6E7-4F972D1FE5F4
1) D8DB2F27242C33D4ABBA00F188CA05, 33p, 17j (10-3-4), 12s (35-23)
2) AB6C8766DAE93F899DBD5B1A093F57, 33p, 24j (9-6-9), 1s (47-46)
3) 12B1FB4262663AF180AE162BA55422, 31p, 19j (9-4-6), 7s (37-30)
4) 012875A6EE9B3C39AE9A0EEB26D9F5, 30p, 15j (9-3-3), 17s (36-19)
5) 05907FF4B8F63199B851F0C5A34D63, 30p, 19j (9-3-7), 2s (45-43)
6) A1FC7B0F13D93593915EAAB436E8CB, 24p, 18j (7-3-8), -6s (34-40)
7) 8F1AF3B1C2333AF4BA0A560727D3A3, 24p, 19j (6-6-7), 0s (36-36)
8) 73EF856E481C3827B2B714824473DC, 18p, 11j (6-0-5), 4s (25-21)
9) DF4337246AEE36919E00A09903CA71, 18p, 11j (5-3-3), 4s (23-19)
10) AFD55D19248F311B8A62931A55C108, 18p, 16j (5-3-8), -14s (28-42)
11) B0B4C830900E3324806C3C00155644, 17p, 11j (4-5-2), 8s (26-18)
12) A220F68F17FC333B8F30C4EAEAD668, 12p, 10j (3-3-4), -2s (16-18)
13) AF30DB0E344436F7A873AC9CF51992, 12p, 12j (3-3-6), -4s (24-28)
14) F4CDFD0575D036658D1BDD1E17BC53, 12p, 13j (3-3-7), -11s (18-29)
15) 5DB82D67D3FE34548A257714329772, 11p, 12j (3-2-7), -6s (23-29)
16) 46D4E7CA82483D6489055DA1FE3212, 9p, 11j (3-0-8), -12s (22-34)

A1F4EAB2-CC23-3782-B97E-CB3B2AE7E2D2
1) 933D737D0D6B3E8293EC50866EE32B, 259p, 190j (74-37-79), 5s (373-368)
2) D66151727BD532CFA91A9656EC85CD, 258p, 184j (74-36-74), -16s (380-396)
3) 5A96E6C7D8F233C8B33BA16380293D, 256p, 182j (73-37-72), -6s (344-350)
4) 5CA7E803D4353F1F8BA7D7F49DDCA7, 251p, 168j (73-32-63), 29s (347-318)
5) C30DD955F6813E1ABBB987B88BA412, 249p, 171j (72-33-66), 25s (373-348)
6) D42E4BDB5CA739E5BFB8A5CB96ADBC, 235p, 168j (66-37-65), -15s (329-344)
7) EAD1F777E0D53E21940BE513663223, 211p, 169j (55-46-68), -22s (346-368)

E504EB7C-DE57-3F86-BA79-07D9FCB7239D
1) 0619BD3B9C103BB89A91395509F5B2, 541p, 363j (155-76-132), 61s (740-679)
2) 949B35B72F443BC893016A4D55FF18, 513p, 370j (147-72-151), 1s (728-727)
3) 0E781F97894335A492BB76BDE3B2F2, 494p, 353j (143-65-145), -17s (692-709)
4) 2E3A46FEF52536FB9DBD66A50A284D, 480p, 342j (139-63-140), -1s (679-680)
5) E43CD11674733E0ABDFAACC42052D9, 465p, 348j (133-66-149), -44s (679-723)

619448E8-3BCB-3A87-A752-63B620315694
1) 7C4A6CEC58C03DC7AE9F5A27EA1105, 139p, 82j (41-16-25), 43s (184-141)
2) DC2AE42A123134388FC337EF703863, 111p, 64j (33-12-19), 11s (130-119)
3) ACD1BE11B84E3492B9BCA16154716A, 103p, 70j (30-13-27), -2s (132-134)
4) A028C237E6FF39F3819D5DD760EAA1, 102p, 59j (31-9-19), 31s (146-115)
5) 8E31B17B60FC3869881A09FC66FE5E, 99p, 59j (30-9-20), 22s (133-111)
6) D144C85109533FC3909BC688D00601, 97p, 58j (28-13-17), 27s (131-104)
7) 0BFFB58046433F32A78B24A150570F, 95p, 67j (26-17-24), 1s (129-128)
8) 292DFCB93D1831E88ECB07C982FCCB, 88p, 60j (23-19-18), 2s (110-108)
9) DEC32659AFFC3F858F52A399B8D54A, 86p, 52j (27-5-20), 16s (121-105)
10) 0BF0E9EE41DF39AA8E301E4C9DCB0D, 86p, 59j (25-11-23), 1s (125-124)
11) 9F45B8A5B207386F85F822B6993C3C, 85p, 58j (25-10-23), 0s (97-97)
12) A0153CB11804381AA23CC59DA33120, 83p, 59j (25-8-26), -4s (110-114)
13) D6F5F33F2A833A228490BAA424A975, 83p, 61j (24-11-26), 6s (135-129)
14) 1DB41DDCA9DD3C909A7283C436085E, 83p, 59j (24-11-24), 5s (112-107)
15) C93A1E094B4C3ED1B0E426E44AB552, 83p, 55j (23-14-18), 21s (115-94)
16) 3B173E84F73235D098232922715D5B, 82p, 53j (24-10-19), 10s (110-100)
17) 639355C2F9043863827B9DB083844A, 79p, 59j (22-13-24), 3s (112-109)
18) 1B56269B6F7D39CAAB4F7D7B2AFD4E, 78p, 50j (22-12-16), 10s (101-91)
19) 7C0A7998734E320D9E9271AB3E6665, 77p, 63j (21-14-28), -13s (130-143)
20) 2A4AD671E19B3831B918B5EB96A76A, 77p, 67j (21-14-32), -17s (139-156)
21) 4E0747A0399C3FE6AF70CB906B410C, 71p, 59j (21-8-30), -21s (112-133)
22) 9A5CC3C269423028945F0F3014AC89, 71p, 55j (20-11-24), -9s (106-115)
23) C3C02AF21E38343FB36B95CA7D08BF, 69p, 61j (20-9-32), -29s (108-137)
24) C4016108BCAA33CF9D0EC7D879A1C0, 67p, 57j (20-7-30), -29s (106-135)
25) 72612E7B9B743A13A695B1690E4790, 66p, 59j (19-9-31), -38s (100-138)
26) 04EE286E03023E179659113FBFC503, 66p, 51j (18-12-21), 1s (101-100)
27) 87A69CDAE3EB330F8E1A3F8C3F6064, 65p, 50j (18-11-21), -7s (111-118)
28) A2A31AC4D978348195553E383560BF, 64p, 54j (19-7-28), -21s (86-107)
29) 31A4E28A9DA3310B81B79472A910DE, 61p, 55j (15-16-24), -11s (101-112)
30) 0F087808AD083352BF2E98EB3F58E1, 54p, 45j (15-9-21), -9s (92-101)

3EE06A58-68F6-3DAC-A94B-E890952BB43F
1) 0B981B43CDAD3CD896ED1D96F235FF, 80p, 45j (24-8-13), 25s (103-78)
2) 4628AF023DEF303EA50E468C8AB714, 72p, 40j (21-9-10), 34s (94-60)
3) 44B988C9EB29355F8CCC15E709A277, 65p, 48j (18-11-19), -12s (91-103)
4) C388B979D66F3EEAB886495A37D2C4, 65p, 43j (17-14-12), 10s (90-80)
5) B504A7DCAF0131EBAD04EB7D4423C0, 65p, 47j (17-14-16), 5s (92-87)
6) 7A2C3A6DC4BC312C8B0C4A2AAF2082, 62p, 40j (18-8-14), 17s (80-63)
7) A81D13DAE26A3A6585A6EB31D5F77B, 62p, 40j (18-8-14), 6s (92-86)
8) 3E3C6095002534DEB7CE1E88B6E81F, 62p, 40j (17-11-12), 9s (79-70)
9) 4113CA1DDDA3338F83F709C098CD26, 60p, 48j (15-15-18), -11s (91-102)
10) B0C048F055403A4E9399678B726C97, 56p, 47j (16-8-23), -11s (85-96)
11) CF5B45FE3E1B3402A66A912F1C213C, 54p, 47j (15-9-23), -25s (89-114)
12) A5C29D340F9B348282FB338769E34F, 45p, 35j (13-6-16), -1s (70-71)
13) 663110C611343BD9B5AEA4A35F6CA3, 41p, 35j (12-5-18), -17s (57-74)
14) 139FA6A5F77A3CC3A896BE082D1007, 38p, 41j (10-8-23), -29s (69-98)

F1CB5A4B-87FB-3642-A088-EFAF4ECB6220
1) 90EA4FF5A5C83102BC642F9A469A65, 108p, 67j (31-15-21), 26s (147-121)
2) E36EB0F829BC34FD8A32E793E08624, 88p, 56j (27-7-22), 11s (119-108)
3) 5CE403824F15322EB479392AE58EF9, 79p, 56j (24-7-25), -11s (114-125)
4) CB2E61CF8868389D83BE7AF84D1D30, 78p, 68j (22-12-34), -30s (126-156)
5) 8294178BBAB0328FB28675B90289A3, 73p, 55j (22-7-26), -9s (106-115)
6) 8E97E7A4D189391698B9684B83E244, 67p, 46j (19-10-17), 13s (100-87)

F78586C9-C598-3443-A0C8-F6FFBB029D82
1) D09E8E2555C532FAB006D53A2597F0, 94p, 56j (28-10-18), 21s (109-88)
2) 94A80B4409013EC58C162F6B7BA18A, 85p, 48j (25-10-13), 14s (104-90)
3) 6BF51CDB7E6B390B9F3C6664B46CE4, 76p, 51j (21-13-17), 10s (94-84)
4) B590E6C779FD3162A4F19B31C24948, 72p, 45j (22-6-17), 10s (107-97)
5) 180EEB419C713DB6A793996A5829BE, 72p, 44j (21-9-14), 17s (96-79)
6) 354C81ACF0D73E8CA5B820A9DBC71D, 72p, 52j (20-12-20), -9s (100-109)
7) 09A65DA387403152893620E5D17332, 69p, 46j (21-6-19), 1s (94-93)
8) 75C5632D6EF13E66AC238CB4382534, 67p, 52j (20-7-25), -9s (92-101)
9) 6F9D48A4AD843C6183358FF60A0C3F, 66p, 54j (20-6-28), -13s (103-116)
10) 99C6C97FAD1B3B63864A23146946FB, 65p, 48j (20-5-23), -1s (92-93)
11) 194237ED8DE838809F94EAA2040BB8, 63p, 53j (17-12-24), -10s (97-107)
12) 9A4783C68F453920BECD6950CD4105, 60p, 47j (18-6-23), -4s (94-98)
13) A95B111CEBE0312388E38965F88538, 59p, 41j (16-11-14), 11s (84-73)
14) 4FA5D045609B37D6A1B8E514A2CE4A, 56p, 32j (17-5-10), 9s (66-57)
15) BD362D6EADE638C499A0702B0CA394, 54p, 40j (16-6-18), -2s (71-73)
16) A901538580EF30D2B13E361F3B356C, 51p, 43j (14-9-20), -27s (77-104)
17) 2F2BB7B37AE03E4A89413BFA53D668, 49p, 37j (13-10-14), 0s (73-73)
18) 7B0FF80E85D4368897EBD06CCC6488, 48p, 47j (13-9-25), -18s (83-101)

1D681928-DF14-3602-84FF-8500577C6828
1) 8054B69E541B309FB76719E320BD4B, 69p, 41j (20-9-12), 23s (85-62)
2) FA5DED1C85B03BB28F1F7B891CA916, 67p, 35j (21-4-10), 27s (81-54)
3) 8D3FCB49C500367EB4BD43A56AEA0D, 62p, 40j (18-8-14), 6s (84-78)
4) 778D3D2966E83EE2B111BB91C1ABEA, 58p, 41j (18-4-19), -17s (64-81)
5) 71046782BBDD32FD8C2D64B8FD4CAC, 57p, 40j (15-12-13), -1s (81-82)
6) 72395E9EF6C73459AFBF243BCC2842, 56p, 34j (17-5-12), 9s (73-64)
7) E73341249709361D985E373B1493E7, 56p, 37j (17-5-15), -3s (73-76)
8) F287EDD60A6A31F3AD7AC1A7BD9EB8, 55p, 39j (17-4-18), -9s (73-82)
9) 2AA6F639153A3E7D821797539255AF, 55p, 45j (14-13-18), -21s (80-101)
10) 180A34865100347FB024D43008FD5D, 54p, 28j (16-6-6), 22s (65-43)
11) AAD851A441B936ACBE5B40DC7E333C, 53p, 39j (15-8-16), 5s (78-73)
12) 9A8B70E9C41E3A79AF455C6F2B16EC, 53p, 39j (15-8-16), -5s (76-81)
13) E7140A1B21153D8B8A3E023E59BCA7, 51p, 46j (14-9-23), -2s (100-102)
14) 032FD5CA99653EA8B3CEABAFEAC996, 48p, 37j (14-6-17), -11s (78-89)
15) F6C84BCDF0773DE08F2A85ADEED409, 47p, 42j (13-8-21), -5s (79-84)
16) EF926079045F3C6E99E3F1535E3EB0, 45p, 32j (13-6-13), -3s (67-70)
17) B4BE56511E503A6EA27E6BA0DA6BDF, 45p, 37j (13-6-18), -9s (70-79)
18) 4DC72A4B3B573BA2BD6118BAAA4BBB, 42p, 29j (12-6-11), 5s (57-52)
19) F0CFC3282DFB3C758B2303949E451A, 40p, 31j (13-1-17), -5s (58-63)
20) 3B1D9499615A368F8D61D01DF7639E, 39p, 34j (11-6-17), -6s (60-66)

7D716D45-C6EE-399C-80A2-F5CBD5C55AE4
1) 3DCD9E0DAB1F3C6EB5AB6FD0D68E63, 228p, 143j (67-27-49), 24s (283-259)
2) 4907CF9E6169352D8CE80ED41BE16A, 212p, 138j (60-32-46), 27s (283-256)
3) C190715914B43DAFB5ED0ED03CEDD3, 207p, 134j (60-27-47), 27s (260-233)
4) C108160D0BBC344B944B404B2C98CF, 203p, 141j (60-23-58), -13s (275-288)
5) 4221585BD7263A00A95C2E1B5EADA4, 187p, 135j (54-25-56), -1s (260-261)
6) 655A58081FAC3B21BFE8343C822A44, 175p, 124j (49-28-47), -8s (229-237)
7) 5C978B351C15331294D9DDBF2688EB, 174p, 116j (50-24-42), 36s (253-217)
8) 0D0A46A085073E3A8E3067BBC76E21, 171p, 128j (49-24-55), -4s (246-250)
9) 7055CB6335693B969AE19E587134DD, 169p, 125j (47-28-50), -1s (223-224)
10) BB732C8F32D134609AADBA52068848, 166p, 125j (47-25-53), -29s (238-267)
11) 6732A8F2EE6F3FE9A0DB70B355B671, 164p, 138j (44-32-62), -41s (251-292)
12) 7A8A11B10C91399B98CB7C648EE59B, 164p, 142j (43-35-64), -38s (248-286)
13) 6A693F7229F33C968878BF83209957, 154p, 113j (42-28-43), 4s (215-211)
14) 7559A5AB585E36818700528AA535C1, 151p, 106j (45-16-45), 17s (223-206)

D447CF47-7F11-3F77-8903-1F4956C527E7
1) 01FF1682500F38FC8317A884670A0C, 286p, 197j (80-46-71), 18s (382-364)
2) 02F57E367E323809ABF635F08C8F54, 276p, 187j (78-42-67), 23s (397-374)
3) 00B66957DF023BC18FA02BBA864F54, 253p, 184j (70-43-71), 19s (396-377)
4) EB2D6BD7EA143A9582753975035925, 247p, 177j (68-43-66), 7s (340-333)
5) 7DFED040268635E788565924627403, 232p, 168j (64-40-64), -11s (330-341)
6) F41BFCB1FF7E37D7B10C8B3B255550, 229p, 159j (66-31-62), 4s (310-306)
7) E1C47B0DF36E31A881419FB7D4B9CA, 223p, 154j (66-25-63), 18s (308-290)
8) 4A4BF9BF39253C0F9C7B8B2400501D, 215p, 161j (61-32-68), -20s (307-327)
9) 0F7B16C276463CD48D5DAD777B2653, 203p, 151j (58-29-64), -4s (286-290)
10) 824AD8E7FC2538E49B93406AD65F3E, 198p, 158j (55-33-70), -54s (297-351)

EB35CEDF-DDE3-350A-8C03-9D637B6F760A
1) 78500D5940E3335DA5784581FD0377, 60p, 35j (18-6-11), 5s (73-68)
2) B8A782E615A5350794E0F2A90B7984, 56p, 32j (18-2-12), 17s (69-52)
3) 98FED2539D1E3087ACC388A1306D77, 54p, 34j (16-6-12), 11s (67-56)
4) 01AE7CE8ED7F3C37B293EB26B104F1, 50p, 35j (14-8-13), -1s (76-77)
5) D4A44AF631A6338C8B3D8EAE6919A1, 49p, 29j (15-4-10), 21s (74-53)
6) 92FDF938035139A298CE6F90398C68, 48p, 36j (14-6-16), -3s (70-73)
7) 45138D1440003523BC67B47FBC090D, 46p, 34j (13-7-14), 0s (73-73)
8) F49091DCC3083F5AA2931B84C47963, 43p, 24j (13-4-7), 5s (52-47)
9) 53E6BF6E5EDA3FBB99D5B0CDA55E66, 42p, 29j (12-6-11), -2s (64-66)
10) DD8AFC69A7363C69A3389C2D0DD205, 42p, 32j (11-9-12), -2s (64-66)
11) 9B1BBA5CB23B393DA5923E2D6EB10E, 38p, 28j (11-5-12), -4s (62-66)
12) E0430667C2AD35019293174A24CAFD, 35p, 27j (9-8-10), -3s (62-65)
13) 6ABAF506783A302091AC55DF427306, 30p, 33j (7-9-17), -20s (53-73)
14) 8D0BF46BC6E63213AF53FE0D0CCAED, 27p, 34j (7-6-21), -24s (77-101)

0455C624-F037-3358-A5D6-FCD9F83B6885
1) A42A050EE909327EBCAA5C2B5EDA2A, 1276p, 897j (361-193-343), 67s (1832-1765)
2) 5E0821C1F9BC3DD4A8F68DB407596B, 1222p, 897j (343-193-361), -67s (1765-1832)

3DA2AD95-E941-3F04-B4E2-CB244F8C7647
1) 807AA8ECC15A3CE49A35CD0F86F91C, 99p, 64j (29-12-23), 13s (135-122)
2) 7E33CF42D69E3033806F6DC531FB47, 98p, 61j (27-17-17), 21s (137-116)
3) 1000410628FC3D048C390AC406BF09, 97p, 74j (26-19-29), -19s (133-152)
4) E11A8847F30C3989A5B1C81BDAF873, 94p, 66j (27-13-26), 2s (124-122)
5) 8FF25CFDA5FD3B6F944F4E53631574, 93p, 61j (27-12-22), 8s (118-110)
6) 200A8A203D1B3CCFBA50826B825881, 88p, 52j (26-10-16), 27s (109-82)
7) 2B9DCB70350D3EAA8AF4B93A0F2C96, 87p, 49j (26-9-14), 24s (103-79)
8) 078420E6F17933A695416C1987EE4C, 80p, 60j (22-14-24), -4s (101-105)
9) 9C74C1AEFD313E1D9A6A7A891F239C, 79p, 65j (22-13-30), -14s (115-129)
10) 840898DD606D3213B8D33F0BC54422, 77p, 57j (23-8-26), -14s (108-122)
11) 29EF80AAA4D53FA1A08D657D2BB4DC, 77p, 65j (21-14-30), -15s (134-149)
12) 103CA9BB04EC390AA4EE9D9A2F419B, 75p, 54j (22-9-23), 4s (102-98)
13) AD6C44D500D23F709C97AB7FB405D5, 75p, 58j (21-12-25), -11s (109-120)
14) 8872539B82D935E1AB526A32A7C6F0, 67p, 57j (17-16-24), -4s (107-111)
15) A4B23FF373C93443ACB2AB6E3CA595, 63p, 53j (17-12-24), -18s (104-122)

AF37A221-0964-342B-A614-713CBB6CD402
1) 5CA68238F4253632A35E310DFFF997, 6p, 2j (2-0-0), 5s (7-2)
2) 8C1E52A4790338478C8A91098954F4, 6p, 4j (2-0-2), 0s (10-10)
3) 2D71975AED1E31108DBE7D33F6F927, 4p, 2j (1-1-0), 3s (6-3)
4) F2BE375F6DF13A6AB4BBE4B0EFD3BE, 4p, 3j (1-1-1), 0s (8-8)
5) EB792ACAB1983DDC9CB304F798C602, 4p, 4j (1-1-2), -4s (9-13)
6) 4845394AD4CE3D1BAEA4EC1F9B25F0, 3p, 1j (1-0-0), 3s (4-1)
7) 810B871049BA37EAA44203D082782D, 3p, 1j (1-0-0), 1s (4-3)
8) 36150AE98154360398ACBC6450A20E, 1p, 1j (0-1-0), 0s (3-3)
9) 584AA6D483823D36A5C00D50A10AA7, 0p, 2j (0-0-2), -4s (3-7)
10) C12F3E715BF430639150C88C65F072, 0p, 2j (0-0-2), -4s (3-7)

EDDC10A5-3333-3275-BAF4-A8CACE36B1B1
1) 01E43CD83F283A59A0941CEDFD1278, 140p, 85j (42-14-29), 23s (177-154)
2) AF67C4E3E3743E4B8E9D60CE1B2CE0, 128p, 81j (38-14-29), 8s (163-155)
3) 3CFC1126BE7339DB8CCAC543AB500F, 124p, 76j (36-16-24), 21s (168-147)
4) 0D9E9C52B7EE33CFB08696051F6FEE, 111p, 69j (32-15-22), 26s (141-115)
5) E89E137C3E1B3324AD8CCF526F9C69, 109p, 65j (31-16-18), 22s (138-116)
